session_date,direction,breakout_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,risk_points,r_multiple_net,gross_points,cost_points,net_points,gross_dollars,cost_dollars,net_dollars
2017-08-04,short,10:04,10:05,5882.25,5912.25,5822.25,11:29,5904.5,time_stop,30.0,-0.7867,-22.25,1.35,-23.6,-44.5,2.7,-47.2
2017-08-07,long,10:00,10:01,5915.0,5900.25,5944.5,11:29,5926.75,time_stop,14.75,0.7051,11.75,1.35,10.4,23.5,2.7,20.8
2017-08-08,long,10:09,10:10,5927.25,5911.75,5958.25,11:29,5942.25,time_stop,15.5,0.8806,15.0,1.35,13.65,30.0,2.7,27.3
2017-08-09,long,10:31,10:32,5896.5,5861.5,5966.5,11:29,5892.5,time_stop,35.0,-0.1529,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2017-08-10,short,10:00,10:01,5857.25,5886.5,5798.75,11:29,5846.0,time_stop,29.25,0.3385,11.25,1.35,9.9,22.5,2.7,19.8
2017-08-11,long,10:05,10:06,5813.75,5783.25,5874.75,11:29,5809.0,time_stop,30.5,-0.2,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2017-08-14,long,10:02,10:03,5897.0,5877.5,5936.0,11:29,5900.25,time_stop,19.5,0.0974,3.25,1.35,1.9,6.5,2.7,3.8
2017-08-15,short,10:16,10:17,5897.25,5923.25,5845.25,11:29,5913.0,time_stop,26.0,-0.6577,-15.75,1.35,-17.1,-31.5,2.7,-34.2
2017-08-16,long,10:46,10:47,5931.0,5907.25,5978.5,11:29,5929.5,time_stop,23.75,-0.12,-1.5,1.35,-2.85,-3.0,2.7,-5.7
2017-08-17,short,10:00,10:01,5881.5,5907.75,5829.0,11:29,5865.75,time_stop,26.25,0.5486,15.75,1.35,14.4,31.5,2.7,28.8
2017-08-18,long,11:25,11:26,5814.0,5772.25,5897.5,11:29,5818.5,time_stop,41.75,0.0754,4.5,1.35,3.15,9.0,2.7,6.3
2017-08-21,short,10:02,10:03,5778.0,5807.75,5718.5,11:29,5776.25,time_stop,29.75,0.0134,1.75,1.35,0.4,3.5,2.7,0.8
2017-08-22,long,10:15,10:16,5848.5,5816.5,5912.5,11:29,5862.5,time_stop,32.0,0.3953,14.0,1.35,12.65,28.0,2.7,25.3
2017-08-23,long,11:23,11:24,5863.0,5841.25,5906.5,11:29,5861.75,time_stop,21.75,-0.1195,-1.25,1.35,-2.6,-2.5,2.7,-5.2
2017-08-24,short,10:08,10:09,5831.25,5874.5,5744.75,11:29,5816.75,time_stop,43.25,0.304,14.5,1.35,13.15,29.0,2.7,26.3
2017-08-25,long,10:00,10:01,5868.25,5845.0,5914.75,10:46,5845.0,hard_stop,23.25,-1.0581,-23.25,1.35,-24.6,-46.5,2.7,-49.2
2017-08-28,long,10:40,10:41,5843.5,5825.25,5880.0,11:29,5850.75,time_stop,18.25,0.3233,7.25,1.35,5.9,14.5,2.7,11.8
2017-08-29,long,10:00,10:01,5826.0,5786.0,5906.0,11:29,5848.25,time_stop,40.0,0.5225,22.25,1.35,20.9,44.5,2.7,41.8
2017-08-30,long,10:18,10:19,5897.5,5865.25,5962.0,11:29,5903.25,time_stop,32.25,0.1364,5.75,1.35,4.4,11.5,2.7,8.8
2017-08-31,long,10:08,10:09,5970.5,5946.5,6018.5,11:29,5971.5,time_stop,24.0,-0.0146,1.0,1.35,-0.35,2.0,2.7,-0.7
2017-09-01,short,10:00,10:01,5982.0,6013.75,5918.5,11:29,5988.0,time_stop,31.75,-0.2315,-6.0,1.35,-7.35,-12.0,2.7,-14.7
2017-09-05,short,11:19,11:20,5947.25,5982.0,5877.75,11:29,5947.5,time_stop,34.75,-0.046,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2017-09-06,short,10:16,10:17,5934.5,5961.75,5880.0,11:29,5922.5,time_stop,27.25,0.3908,12.0,1.35,10.65,24.0,2.7,21.3
2017-09-07,short,10:00,10:01,5947.0,5965.75,5909.5,10:35,5965.75,hard_stop,18.75,-1.072,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2017-09-08,short,10:11,10:12,5941.25,5961.75,5900.25,11:29,5943.25,time_stop,20.5,-0.1634,-2.0,1.35,-3.35,-4.0,2.7,-6.7
2017-09-11,long,10:01,10:02,5997.25,5967.25,6057.25,11:29,5975.75,time_stop,30.0,-0.7617,-21.5,1.35,-22.85,-43.0,2.7,-45.7
2017-09-12,short,10:04,10:05,5985.5,6012.5,5931.5,11:29,5992.0,time_stop,27.0,-0.2907,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2017-09-13,long,10:12,10:13,6003.5,5983.25,6044.0,11:29,5999.0,time_stop,20.25,-0.2889,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2017-09-14,long,10:35,10:36,5991.0,5970.0,6033.0,11:29,5999.75,time_stop,21.0,0.3524,8.75,1.35,7.4,17.5,2.7,14.8
2017-09-15,long,10:04,10:05,5977.75,5961.0,6011.25,10:54,6011.25,tp1,16.75,1.9343,33.5,1.1,32.4,67.0,2.2,64.8
2017-09-20,short,10:24,10:25,5985.0,6000.75,5953.5,11:09,5953.5,tp1,15.75,1.9302,31.5,1.1,30.4,63.0,2.2,60.8
2017-09-21,short,10:21,10:22,5931.5,5973.75,5847.0,11:29,5948.75,time_stop,42.25,-0.4402,-17.25,1.35,-18.6,-34.5,2.7,-37.2
2017-09-22,long,10:08,10:09,5942.75,5917.5,5993.25,11:29,5924.5,time_stop,25.25,-0.7762,-18.25,1.35,-19.6,-36.5,2.7,-39.2
2017-09-25,long,10:12,10:13,5912.0,5886.25,5963.5,10:34,5886.25,hard_stop,25.75,-1.0524,-25.75,1.35,-27.1,-51.5,2.7,-54.2
2017-09-26,short,10:33,10:34,5893.5,5912.75,5855.0,11:29,5872.5,time_stop,19.25,1.0208,21.0,1.35,19.65,42.0,2.7,39.3
2017-09-27,short,10:12,10:13,5916.0,5937.0,5874.0,11:29,5920.0,time_stop,21.0,-0.2548,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2017-09-28,long,10:26,10:27,5936.25,5911.0,5986.75,11:29,5930.75,time_stop,25.25,-0.2713,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2017-09-29,short,10:01,10:02,5935.0,5957.5,5890.0,10:39,5957.5,hard_stop,22.5,-1.06,-22.5,1.35,-23.85,-45.0,2.7,-47.7
2017-10-02,long,10:15,10:16,6005.75,5988.75,6039.75,11:29,5996.0,time_stop,17.0,-0.6529,-9.75,1.35,-11.1,-19.5,2.7,-22.2
2017-10-03,short,10:14,10:15,5983.25,6005.0,5939.75,11:29,5994.5,time_stop,21.75,-0.5793,-11.25,1.35,-12.6,-22.5,2.7,-25.2
2017-10-05,short,11:09,11:10,6019.0,6040.75,5975.5,11:29,6030.25,time_stop,21.75,-0.5793,-11.25,1.35,-12.6,-22.5,2.7,-25.2
2017-10-06,long,10:00,10:01,6059.25,6040.25,6097.25,11:29,6058.75,time_stop,19.0,-0.0974,-0.5,1.35,-1.85,-1.0,2.7,-3.7
2017-10-09,long,10:09,10:10,6081.25,6068.25,6107.25,10:48,6068.25,hard_stop,13.0,-1.1038,-13.0,1.35,-14.35,-26.0,2.7,-28.7
2017-10-10,short,10:00,10:01,6069.25,6088.75,6030.25,11:29,6055.5,time_stop,19.5,0.6359,13.75,1.35,12.4,27.5,2.7,24.8
2017-10-11,long,10:09,10:10,6070.25,6055.75,6099.25,11:29,6065.25,time_stop,14.5,-0.4379,-5.0,1.35,-6.35,-10.0,2.7,-12.7
2017-10-12,long,10:18,10:19,6084.5,6068.0,6117.5,11:29,6086.25,time_stop,16.5,0.0242,1.75,1.35,0.4,3.5,2.7,0.8
2017-10-13,long,10:20,10:21,6099.0,6089.75,6117.5,11:29,6095.75,time_stop,9.25,-0.4973,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2017-10-16,short,10:17,10:18,6107.0,6118.5,6084.0,11:29,6111.75,time_stop,11.5,-0.5304,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2017-10-18,short,10:09,10:10,6112.0,6131.25,6073.5,11:29,6118.0,time_stop,19.25,-0.3818,-6.0,1.35,-7.35,-12.0,2.7,-14.7
2017-10-19,short,10:02,10:03,6052.0,6091.75,5972.5,11:29,6079.25,time_stop,39.75,-0.7195,-27.25,1.35,-28.6,-54.5,2.7,-57.2
2017-10-20,long,10:02,10:03,6122.0,6111.25,6143.5,10:38,6111.25,hard_stop,10.75,-1.1256,-10.75,1.35,-12.1,-21.5,2.7,-24.2
2017-10-23,short,10:05,10:06,6099.75,6122.5,6054.25,11:29,6094.25,time_stop,22.75,0.1824,5.5,1.35,4.15,11.0,2.7,8.3
2017-10-24,long,10:40,10:41,6082.75,6056.75,6134.75,11:29,6084.5,time_stop,26.0,0.0154,1.75,1.35,0.4,3.5,2.7,0.8
2017-10-25,short,10:18,10:19,6062.25,6087.75,6011.25,11:29,6028.75,time_stop,25.5,1.2608,33.5,1.35,32.15,67.0,2.7,64.3
2017-10-26,short,10:08,10:09,6042.5,6063.25,6001.0,10:45,6063.25,hard_stop,20.75,-1.0651,-20.75,1.35,-22.1,-41.5,2.7,-44.2
2017-10-27,long,10:01,10:02,6159.75,6127.75,6223.75,11:29,6185.75,time_stop,32.0,0.7703,26.0,1.35,24.65,52.0,2.7,49.3
2017-10-30,long,10:05,10:06,6235.0,6205.75,6293.5,11:29,6225.0,time_stop,29.25,-0.388,-10.0,1.35,-11.35,-20.0,2.7,-22.7
2017-10-31,long,11:17,11:18,6249.5,6228.25,6292.0,11:29,6246.75,time_stop,21.25,-0.1929,-2.75,1.35,-4.1,-5.5,2.7,-8.2
2017-11-01,short,10:14,10:15,6257.75,6277.5,6218.25,11:29,6256.75,time_stop,19.75,-0.0177,1.0,1.35,-0.35,2.0,2.7,-0.7
2017-11-02,short,10:04,10:05,6223.5,6242.75,6185.0,11:29,6209.25,time_stop,19.25,0.6701,14.25,1.35,12.9,28.5,2.7,25.8
2017-11-03,short,10:13,10:14,6236.5,6264.25,6181.0,11:29,6257.5,time_stop,27.75,-0.8054,-21.0,1.35,-22.35,-42.0,2.7,-44.7
2017-11-06,long,10:24,10:25,6312.0,6286.75,6362.5,11:29,6305.5,time_stop,25.25,-0.3109,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2017-11-07,short,10:34,10:35,6304.75,6327.0,6260.25,11:29,6307.5,time_stop,22.25,-0.1843,-2.75,1.35,-4.1,-5.5,2.7,-8.2
2017-11-08,long,10:54,10:55,6323.0,6307.5,6354.0,11:29,6326.75,time_stop,15.5,0.1548,3.75,1.35,2.4,7.5,2.7,4.8
2017-11-09,long,10:09,10:10,6303.0,6272.0,6365.0,11:29,6293.5,time_stop,31.0,-0.35,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2017-11-10,short,10:03,10:04,6287.5,6306.75,6249.0,11:29,6292.75,time_stop,19.25,-0.3429,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2017-11-14,short,10:00,10:01,6276.5,6298.0,6233.5,10:46,6298.0,hard_stop,21.5,-1.0628,-21.5,1.35,-22.85,-43.0,2.7,-45.7
2017-11-15,long,10:37,10:38,6269.0,6230.5,6346.0,11:29,6277.25,time_stop,38.5,0.1792,8.25,1.35,6.9,16.5,2.7,13.8
2017-11-16,long,10:00,10:01,6313.5,6294.75,6351.0,11:29,6334.75,time_stop,18.75,1.0613,21.25,1.35,19.9,42.5,2.7,39.8
2017-11-17,short,10:01,10:02,6332.75,6349.5,6299.25,11:29,6336.75,time_stop,16.75,-0.3194,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2017-11-20,short,10:26,10:27,6315.75,6329.5,6288.25,11:29,6315.75,time_stop,13.75,-0.0982,0.0,1.35,-1.35,0.0,2.7,-2.7
2017-11-21,long,10:13,10:14,6377.0,6340.25,6450.5,11:29,6379.75,time_stop,36.75,0.0381,2.75,1.35,1.4,5.5,2.7,2.8
2017-11-27,long,10:11,10:12,6420.0,6403.5,6453.0,11:20,6403.5,hard_stop,16.5,-1.0818,-16.5,1.35,-17.85,-33.0,2.7,-35.7
2017-11-29,short,10:00,10:01,6372.5,6419.0,6279.5,11:29,6316.75,time_stop,46.5,1.1699,55.75,1.35,54.4,111.5,2.7,108.8
2017-11-30,long,10:31,10:32,6354.5,6324.0,6415.5,11:29,6354.25,time_stop,30.5,-0.0525,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2017-12-01,long,10:16,10:17,6363.0,6323.75,6441.5,11:13,6323.75,hard_stop,39.25,-1.0344,-39.25,1.35,-40.6,-78.5,2.7,-81.2
2017-12-04,short,10:00,10:01,6349.75,6385.25,6278.75,10:56,6278.75,tp1,35.5,1.969,71.0,1.1,69.9,142.0,2.2,139.8
2017-12-05,long,10:03,10:04,6316.5,6238.5,6472.5,11:29,6332.5,time_stop,78.0,0.1878,16.0,1.35,14.65,32.0,2.7,29.3
2017-12-06,long,10:00,10:01,6290.5,6237.5,6396.5,11:29,6280.75,time_stop,53.0,-0.2094,-9.75,1.35,-11.1,-19.5,2.7,-22.2
2017-12-07,long,10:30,10:31,6317.0,6288.5,6374.0,11:29,6325.0,time_stop,28.5,0.2333,8.0,1.35,6.65,16.0,2.7,13.3
2017-12-08,short,11:25,11:26,6359.5,6379.25,6320.0,11:29,6353.5,time_stop,19.75,0.2354,6.0,1.35,4.65,12.0,2.7,9.3
2017-12-11,long,10:34,10:35,6388.0,6365.25,6433.5,11:29,6388.25,time_stop,22.75,-0.0484,0.25,1.35,-1.1,0.5,2.7,-2.2
2017-12-12,long,10:00,10:01,6412.0,6389.75,6456.5,11:29,6418.75,time_stop,22.25,0.2427,6.75,1.35,5.4,13.5,2.7,10.8
2017-12-14,long,10:24,10:25,6435.5,6418.5,6469.5,11:29,6432.25,time_stop,17.0,-0.2706,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2017-12-15,long,10:16,10:17,6439.0,6423.25,6470.5,11:29,6454.5,time_stop,15.75,0.8984,15.5,1.35,14.15,31.0,2.7,28.3
2017-12-18,long,10:09,10:10,6531.75,6512.75,6569.75,11:29,6526.25,time_stop,19.0,-0.3605,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2017-12-19,short,10:24,10:25,6501.5,6531.75,6441.0,11:29,6506.0,time_stop,30.25,-0.1934,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2017-12-20,short,10:42,10:43,6466.75,6522.0,6356.25,11:29,6476.25,time_stop,55.25,-0.1964,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2017-12-21,long,11:27,11:28,6508.75,6481.75,6562.75,11:29,6507.5,time_stop,27.0,-0.0963,-1.25,1.35,-2.6,-2.5,2.7,-5.2
2017-12-27,long,10:00,10:01,6469.75,6452.5,6504.25,11:29,6465.25,time_stop,17.25,-0.3391,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2017-12-28,short,10:03,10:04,6453.5,6467.75,6425.0,11:29,6453.25,time_stop,14.25,-0.0772,0.25,1.35,-1.1,0.5,2.7,-2.2
2017-12-29,short,10:10,10:11,6437.0,6458.25,6394.5,11:29,6426.5,time_stop,21.25,0.4306,10.5,1.35,9.15,21.0,2.7,18.3
2018-01-02,long,10:01,10:02,6483.75,6426.0,6599.25,11:29,6502.0,time_stop,57.75,0.2926,18.25,1.35,16.9,36.5,2.7,33.8
2018-01-03,long,10:00,10:01,6562.0,6525.75,6634.5,11:29,6575.5,time_stop,36.25,0.3352,13.5,1.35,12.15,27.0,2.7,24.3
2018-01-05,long,10:19,10:20,6632.0,6614.0,6668.0,11:29,6647.0,time_stop,18.0,0.7583,15.0,1.35,13.65,30.0,2.7,27.3
2018-01-08,long,10:26,10:27,6678.75,6658.5,6719.25,11:29,6684.25,time_stop,20.25,0.2049,5.5,1.35,4.15,11.0,2.7,8.3
2018-01-10,short,10:01,10:02,6632.0,6669.25,6557.5,11:29,6651.75,time_stop,37.25,-0.5664,-19.75,1.35,-21.1,-39.5,2.7,-42.2
2018-01-11,long,10:00,10:01,6692.0,6676.5,6723.0,10:34,6676.5,hard_stop,15.5,-1.0871,-15.5,1.35,-16.85,-31.0,2.7,-33.7
2018-01-12,long,10:01,10:02,6730.0,6703.0,6784.0,11:29,6752.75,time_stop,27.0,0.7926,22.75,1.35,21.4,45.5,2.7,42.8
2018-01-16,short,10:37,10:38,6807.25,6846.0,6729.75,11:29,6808.25,time_stop,38.75,-0.0606,-1.0,1.35,-2.35,-2.0,2.7,-4.7
2018-01-17,long,11:11,11:12,6783.25,6751.25,6847.25,11:29,6785.25,time_stop,32.0,0.0203,2.0,1.35,0.65,4.0,2.7,1.3
2018-01-18,short,10:02,10:03,6806.0,6826.75,6764.5,11:20,6826.75,hard_stop,20.75,-1.0651,-20.75,1.35,-22.1,-41.5,2.7,-44.2
2018-01-19,short,10:03,10:04,6826.5,6857.25,6765.0,11:29,6831.25,time_stop,30.75,-0.1984,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2018-01-22,long,10:09,10:10,6864.0,6834.0,6924.0,11:29,6878.75,time_stop,30.0,0.4467,14.75,1.35,13.4,29.5,2.7,26.8
2018-01-23,long,10:13,10:14,6965.25,6935.5,7024.75,11:29,6971.75,time_stop,29.75,0.1731,6.5,1.35,5.15,13.0,2.7,10.3
2018-01-24,long,10:13,10:14,6995.75,6965.25,7056.75,11:13,6965.25,hard_stop,30.5,-1.0443,-30.5,1.35,-31.85,-61.0,2.7,-63.7
2018-01-26,long,10:01,10:02,6971.75,6949.0,7017.25,11:29,6983.0,time_stop,22.75,0.4352,11.25,1.35,9.9,22.5,2.7,19.8
2018-01-29,short,10:41,10:42,6991.5,7021.5,6931.5,11:29,7001.0,time_stop,30.0,-0.3617,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2018-01-30,short,10:05,10:06,6908.25,6950.0,6824.75,10:58,6950.0,hard_stop,41.75,-1.0323,-41.75,1.35,-43.1,-83.5,2.7,-86.2
2018-01-31,short,10:02,10:03,6972.25,6991.25,6934.25,11:29,6953.75,time_stop,19.0,0.9026,18.5,1.35,17.15,37.0,2.7,34.3
2018-02-01,long,10:02,10:03,6958.25,6910.75,7053.25,11:29,6950.0,time_stop,47.5,-0.2021,-8.25,1.35,-9.6,-16.5,2.7,-19.2
2018-02-02,short,10:01,10:02,6826.75,6896.0,6688.25,11:29,6843.75,time_stop,69.25,-0.265,-17.0,1.35,-18.35,-34.0,2.7,-36.7
2018-02-05,long,10:03,10:04,6747.25,6682.25,6877.25,11:29,6767.75,time_stop,65.0,0.2946,20.5,1.35,19.15,41.0,2.7,38.3
2018-02-07,long,10:05,10:06,6679.25,6623.25,6791.25,11:29,6698.25,time_stop,56.0,0.3152,19.0,1.35,17.65,38.0,2.7,35.3
2018-02-08,short,10:34,10:35,6543.5,6604.5,6421.5,11:29,6467.0,time_stop,61.0,1.232,76.5,1.35,75.15,153.0,2.7,150.3
2018-02-09,short,10:40,10:41,6351.0,6424.25,6204.5,11:29,6319.5,time_stop,73.25,0.4116,31.5,1.35,30.15,63.0,2.7,60.3
2018-02-12,short,10:12,10:13,6468.25,6517.0,6370.75,11:29,6487.25,time_stop,48.75,-0.4174,-19.0,1.35,-20.35,-38.0,2.7,-40.7
2018-02-13,long,10:00,10:01,6515.5,6475.75,6595.0,11:29,6516.25,time_stop,39.75,-0.0151,0.75,1.35,-0.6,1.5,2.7,-1.2
2018-02-14,long,10:09,10:10,6583.5,6516.0,6718.5,11:29,6618.5,time_stop,67.5,0.4985,35.0,1.35,33.65,70.0,2.7,67.3
2018-02-15,short,10:44,10:45,6700.25,6754.75,6591.25,11:29,6735.0,time_stop,54.5,-0.6624,-34.75,1.35,-36.1,-69.5,2.7,-72.2
2018-02-16,long,10:31,10:32,6826.75,6782.5,6915.25,11:29,6820.0,time_stop,44.25,-0.1831,-6.75,1.35,-8.1,-13.5,2.7,-16.2
2018-02-20,long,10:11,10:12,6798.5,6744.75,6906.0,11:29,6829.0,time_stop,53.75,0.5423,30.5,1.35,29.15,61.0,2.7,58.3
2018-02-22,long,10:39,10:40,6822.0,6781.75,6902.5,11:29,6823.25,time_stop,40.25,-0.0025,1.25,1.35,-0.1,2.5,2.7,-0.2
2018-02-27,long,10:14,10:15,7001.25,6966.75,7070.25,10:52,6966.75,hard_stop,34.5,-1.0391,-34.5,1.35,-35.85,-69.0,2.7,-71.7
2018-02-28,long,10:19,10:20,6961.75,6926.25,7032.75,10:55,6926.25,hard_stop,35.5,-1.038,-35.5,1.35,-36.85,-71.0,2.7,-73.7
2018-03-01,long,10:35,10:36,6894.5,6800.75,7082.0,11:29,6839.0,time_stop,93.75,-0.6064,-55.5,1.35,-56.85,-111.0,2.7,-113.7
2018-03-02,long,10:34,10:35,6705.25,6645.75,6824.25,11:29,6732.5,time_stop,59.5,0.4353,27.25,1.35,25.9,54.5,2.7,51.8
2018-03-05,short,10:14,10:15,6757.25,6802.0,6667.75,10:43,6802.0,hard_stop,44.75,-1.0302,-44.75,1.35,-46.1,-89.5,2.7,-92.2
2018-03-06,long,10:00,10:01,6935.25,6897.75,7010.25,10:57,6897.75,hard_stop,37.5,-1.036,-37.5,1.35,-38.85,-75.0,2.7,-77.7
2018-03-07,long,10:26,10:27,6901.5,6856.0,6992.5,11:29,6892.0,time_stop,45.5,-0.2385,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2018-03-12,long,10:02,10:03,7170.25,7141.5,7227.75,11:24,7141.5,hard_stop,28.75,-1.047,-28.75,1.35,-30.1,-57.5,2.7,-60.2
2018-03-13,short,10:00,10:01,7191.75,7214.75,7145.75,11:06,7145.75,tp1,23.0,1.9522,46.0,1.1,44.9,92.0,2.2,89.8
2018-03-14,short,10:16,10:17,7071.0,7112.0,6989.0,11:29,7071.25,time_stop,41.0,-0.039,-0.25,1.35,-1.6,-0.5,2.7,-3.2
2018-03-15,long,10:30,10:31,7079.5,7038.25,7162.0,11:29,7096.0,time_stop,41.25,0.3673,16.5,1.35,15.15,33.0,2.7,30.3
2018-03-19,short,10:11,10:12,6940.0,6973.75,6872.5,11:29,6895.25,time_stop,33.75,1.2859,44.75,1.35,43.4,89.5,2.7,86.8
2018-03-20,short,10:16,10:17,6878.5,6918.75,6798.0,11:29,6897.5,time_stop,40.25,-0.5056,-19.0,1.35,-20.35,-38.0,2.7,-40.7
2018-03-21,long,10:01,10:02,6903.5,6878.0,6954.5,11:29,6906.75,time_stop,25.5,0.0745,3.25,1.35,1.9,6.5,2.7,3.8
2018-03-22,long,10:13,10:14,6814.5,6765.75,6912.0,10:47,6765.75,hard_stop,48.75,-1.0277,-48.75,1.35,-50.1,-97.5,2.7,-100.2
2018-03-26,short,10:11,10:12,6651.5,6680.25,6594.0,11:06,6594.0,tp1,28.75,1.9617,57.5,1.1,56.4,115.0,2.2,112.8
2018-03-27,short,10:13,10:14,6774.25,6820.0,6682.75,11:29,6759.0,time_stop,45.75,0.3038,15.25,1.35,13.9,30.5,2.7,27.8
2018-03-28,long,10:02,10:03,6547.5,6444.0,6754.5,10:46,6444.0,hard_stop,103.5,-1.013,-103.5,1.35,-104.85,-207.0,2.7,-209.7
2018-03-29,long,10:48,10:49,6530.25,6443.5,6703.75,11:29,6549.25,time_stop,86.75,0.2035,19.0,1.35,17.65,38.0,2.7,35.3
2018-04-02,short,10:02,10:03,6488.5,6570.5,6324.5,11:29,6442.75,time_stop,82.0,0.5415,45.75,1.35,44.4,91.5,2.7,88.8
2018-04-03,short,10:01,10:02,6399.75,6467.5,6264.25,11:07,6467.5,hard_stop,67.75,-1.0199,-67.75,1.35,-69.1,-135.5,2.7,-138.2
2018-04-04,long,10:10,10:11,6402.5,6337.0,6533.5,11:29,6448.5,time_stop,65.5,0.6817,46.0,1.35,44.65,92.0,2.7,89.3
2018-04-06,short,11:01,11:02,6522.75,6599.5,6369.25,11:29,6533.75,time_stop,76.75,-0.1609,-11.0,1.35,-12.35,-22.0,2.7,-24.7
2018-04-09,long,10:05,10:06,6547.0,6482.25,6676.5,11:29,6569.0,time_stop,64.75,0.3189,22.0,1.35,20.65,44.0,2.7,41.3
2018-04-10,long,10:42,10:43,6603.5,6543.25,6724.0,11:29,6593.5,time_stop,60.25,-0.1884,-10.0,1.35,-11.35,-20.0,2.7,-22.7
2018-04-12,long,10:00,10:01,6679.0,6627.0,6783.0,11:29,6677.25,time_stop,52.0,-0.0596,-1.75,1.35,-3.1,-3.5,2.7,-6.2
2018-04-13,short,10:04,10:05,6670.0,6713.25,6583.5,11:29,6655.5,time_stop,43.25,0.304,14.5,1.35,13.15,29.0,2.7,26.3
2018-04-16,short,11:15,11:16,6644.0,6686.75,6558.5,11:29,6662.75,time_stop,42.75,-0.4702,-18.75,1.35,-20.1,-37.5,2.7,-40.2
2018-04-20,short,10:04,10:05,6717.25,6766.75,6618.25,11:29,6674.75,time_stop,49.5,0.8313,42.5,1.35,41.15,85.0,2.7,82.3
2018-04-23,long,10:51,10:52,6706.25,6658.5,6801.75,11:29,6724.75,time_stop,47.75,0.3592,18.5,1.35,17.15,37.0,2.7,34.3
2018-04-24,short,10:16,10:17,6646.25,6696.0,6546.75,11:29,6595.0,time_stop,49.75,1.003,51.25,1.35,49.9,102.5,2.7,99.8
2018-04-25,short,10:01,10:02,6439.75,6526.0,6267.25,11:02,6526.0,hard_stop,86.25,-1.0157,-86.25,1.35,-87.6,-172.5,2.7,-175.2
2018-04-26,long,10:03,10:04,6616.5,6581.5,6686.5,11:29,6636.25,time_stop,35.0,0.5257,19.75,1.35,18.4,39.5,2.7,36.8
2018-04-27,short,10:25,10:26,6667.5,6756.75,6489.0,11:29,6680.25,time_stop,89.25,-0.158,-12.75,1.35,-14.1,-25.5,2.7,-28.2
2018-04-30,long,10:03,10:04,6713.25,6671.5,6796.75,11:29,6678.5,time_stop,41.75,-0.8647,-34.75,1.35,-36.1,-69.5,2.7,-72.2
2018-05-01,long,10:14,10:15,6620.75,6578.5,6705.25,11:29,6615.25,time_stop,42.25,-0.1621,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2018-05-02,long,10:13,10:14,6702.75,6665.0,6778.25,11:29,6687.0,time_stop,37.75,-0.453,-15.75,1.35,-17.1,-31.5,2.7,-34.2
2018-05-03,short,10:23,10:24,6584.25,6638.75,6475.25,11:29,6552.5,time_stop,54.5,0.5578,31.75,1.35,30.4,63.5,2.7,60.8
2018-05-04,long,10:07,10:08,6667.25,6610.25,6781.25,11:29,6745.5,time_stop,57.0,1.3491,78.25,1.35,76.9,156.5,2.7,153.8
2018-05-07,long,10:31,10:32,6843.0,6797.25,6934.5,11:29,6847.0,time_stop,45.75,0.0579,4.0,1.35,2.65,8.0,2.7,5.3
2018-05-08,long,11:15,11:16,6826.0,6782.25,6913.5,11:29,6815.25,time_stop,43.75,-0.2766,-10.75,1.35,-12.1,-21.5,2.7,-24.2
2018-05-09,short,10:00,10:01,6818.75,6845.75,6764.75,11:29,6826.75,time_stop,27.0,-0.3463,-8.0,1.35,-9.35,-16.0,2.7,-18.7
2018-05-11,long,10:05,10:06,6963.25,6937.25,7015.25,11:29,6957.75,time_stop,26.0,-0.2635,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2018-05-14,long,10:13,10:14,7002.0,6973.5,7059.0,11:29,6995.0,time_stop,28.5,-0.293,-7.0,1.35,-8.35,-14.0,2.7,-16.7
2018-05-16,long,10:23,10:24,6925.75,6896.25,6984.75,11:29,6910.5,time_stop,29.5,-0.5627,-15.25,1.35,-16.6,-30.5,2.7,-33.2
2018-05-17,long,10:02,10:03,6927.25,6906.0,6969.75,11:29,6949.25,time_stop,21.25,0.9718,22.0,1.35,20.65,44.0,2.7,41.3
2018-05-18,short,10:02,10:03,6870.25,6895.5,6819.75,11:19,6895.5,hard_stop,25.25,-1.0535,-25.25,1.35,-26.6,-50.5,2.7,-53.2
